Decade,acoustic,alt-country,alternative,alternative rock,ambient,black metal,blues,britpop,chillout,chillwave,christian,classic rock,classical,cloud rap,comedy,country,dance,dancehall,death metal,deathcore,disco,doom metal,dream pop,drum and bass,dub,dubstep,electro,electronic,electropop,emo,emo rap,experimental,folk,funk,garage rock,gospel,grime,grunge,hard rock,hardcore,heavy metal,hip hop,hip-hop,house,indie,indie pop,indie rock,industrial,j-pop,jazz,k-pop,latin,lo-fi,math rock,melodic death metal,metal,metalcore,new wave,nu metal,pop,pop punk,pop rock,post-hardcore,post-punk,power metal,progressive metal,progressive rock,psychedelic,psychedelic rock,punk,punk rock,rap,reggae,reggaeton,rnb,rock,screamo,shoegaze,soul,soundtrack,swing,synthpop,techno,thrash metal,trance,trap,trip-hop,worship
10s,0.33944206008583694,0.27709459459459457,0.3146944858420268,0.3244359020203826,0.24747038917089678,0.2831887201735358,0.2950359712230216,0.29186666666666666,0.3709090909090909,0.26646853146853144,0.30687265917602996,0.2602077922077922,0.27093683083511777,0.36176775147928997,0.27146341463414636,0.32506982046167,0.3783670520231214,0.3523620933521924,0.2688520710059172,0.2530872483221477,0.3225,0.23926470588235293,0.25082901554404147,0.32758526603001364,0.32090909090909087,0.31681592039800993,0.27591194968553456,0.311940860994347,0.3649292371418709,0.28335400225479146,0.35812048192771084,0.2733675078864353,0.29353287337662337,0.3596315486470927,0.25584199584199585,0.25771543086172344,0.26796610169491525,0.28800518134715025,0.30411960132890364,0.2511940298507463,0.3203768218983292,0.2580491472438764,0.27828758169934636,0.3194851994851995,0.29290836653386454,0.3223694779116466,0.282055614220345,0.2637541528239203,0.34106382978723404,0.29069124423963133,0.4696927374301676,0.3317316017316017,0.28644619940769994,0.2733649289099526,0.29693939393939395,0.31299017071908947,0.299003906,0.3252161913523459,0.3460851926977688,0.3645084100285624,0.29390347764371894,0.3241264391032115,0.2882851729038371,0.2634377967711301,0.3204267425320057,0.2834172661870504,0.2624538258575198,0.276993006993007,0.2606885456885457,0.2540085744908896,0.2597021764032073,0.3566730712385457,0.3529486500794071,0.23857142857142857,0.4044335664335665,0.29557825445465896,0.2636997319034853,0.2751971830985916,0.3331532198371577,0.2579861644888547,0.337219570405728,0.331510067114094,0.4147857142857143,0.30823728813559326,0.26444791666666667,0.39202772963604854,0.33999999999999997,0.30671111111111116
